Game_Title,Platform,Release_Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0.00,0.01,0.21,26.00,7,4.00,5,Osiris Studios,E
Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.20,0.00,0.00,0.02,0.21,63.00,4,5.80,5,Piranha Games,E
Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0.00,0.01,0.21,75.00,43,8.10,21,High Moon Studios,M
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0.00,0.10,0.02,0.21,74.00,37,8.10,61,Nippon Ichi Software,T
Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.10,0.08,0.00,0.03,0.21,83.00,46,7.80,13,Capcom,T
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0.00,0.02,0.21,74.00,14,5.90,544,Ubisoft Quebec,M
Summoner 2,PS2,2002,Role-Playing,THQ,0.10,0.08,0.00,0.03,0.21,76.00,20,8.30,22,Volition Inc.,T
Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78.00,18,8.20,19,Konami,T
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.00,52,7.80,36,Team Ninja,T
Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,0.16,0.05,0.00,0.01,0.21,65.00,5,8.40,16,FUN Labs,T
World of Final Fantasy,PSV,2016,Role-Playing,Square Enix,0.04,0.06,0.08,0.03,0.21,77.00,5,8.60,46,Square Enix,E10+
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72.00,35,8.40,77,Spike Chunsoft,M
Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79.00,9,7.00,12,Konami,E
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0.00,0.02,0.21,60.00,8,6.40,15,Krome Studios,E10+
The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.10,0.07,0.00,0.04,0.21,83.00,6,8.40,259,Telltale Games,M
Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.10,0.00,0.02,0.21,67.00,51,7.60,33,"Deep Silver, Sproing Interactive Media, Sproing",M
Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.16,0.03,0.00,0.02,0.21,78.00,28,6.90,20,Griptonite Games,E10+
SBK Superbike World Championship,X360,2008,Racing,Black Bean Games,0.06,0.14,0.00,0.01,0.21,63.00,17,8.00,6,Milestone S.r.l,E10+
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0.00,0.02,0.21,69.00,53,7.40,50,n-Space,T
A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.18,0.01,0.00,0.01,0.21,80.00,43,8.70,35,WayForward,E
Baja: Edge of Control,PS3,2008,Racing,THQ,0.10,0.08,0.00,0.03,0.21,61.00,21,5.00,11,2XL Games,E
G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0.00,0.03,0.21,43.00,32,4.80,13,Double Helix Games,T
UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.06,0.00,0.04,0.21,74.00,27,7.00,13,Yuke's,T
World Series of Poker,PSP,2005,Misc,Activision,0.19,0.00,0.00,0.02,0.21,37.00,6,6.40,20,Activision,E10+
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0.00,0.02,0.21,67.00,16,7.30,19,Ubisoft Montpellier,E
Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.10,0.08,0.00,0.03,0.21,81.00,25,8.90,49,Ion Storm,M
Unreal II: The Awakening,XB,2004,Shooter,Atari,0.17,0.04,0.00,0.01,0.21,64.00,27,5.30,20,Tantalus Interactive,M
Rumble Racing,PS2,2001,Racing,Electronic Arts,0.10,0.08,0.00,0.03,0.21,85.00,17,8.20,9,Electronic Arts,E
Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.10,0.08,0.00,0.03,0.21,69.00,4,4.10,16,"Treyarch, Shaba Games",E10+
Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0.00,0.01,0.01,0.21,38.00,45,2.90,44,Artoon,M
Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0.00,0.01,0.21,65.00,56,7.10,21,Eurocom Entertainment Software,T
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0.00,0.02,0.21,53.00,9,6.80,53,EA Sports,E
JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,88.00,36,8.20,102,Smilebit,T
Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55.00,22,6.80,16,Acquire,M
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.09,0.00,0.04,0.21,71.00,20,7.60,46,Io Interactive,M
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0.00,0.03,0.17,0.01,0.21,74.00,5,7.90,29,Bandai Namco Games,T
de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0.00,0.03,0.21,74.00,50,7.10,34,Blue Tongue Entertainment,E10+
ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,0.10,0.08,0.00,0.03,0.21,64.00,14,7.90,8,Konami,T
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0.00,0.11,0.01,0.21,76.00,34,8.00,20,h.a.n.d. Inc.,E10+
Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.10,0.08,0.00,0.03,0.21,78.00,54,8.30,23,Crystal Dynamics,T
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.11,0.00,0.02,0.21,40.00,37,4.70,19,ZootFly,T
You Don't Know Jack,Wii,2011,Misc,THQ,0.19,0.00,0.00,0.01,0.21,81.00,5,7.70,6,"Jellyvision, Iron Galaxy Studios",T
Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0.00,0.01,0.21,28.00,7,2.40,17,Midway,M
Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.14,0.00,0.05,0.02,0.21,77.00,27,7.10,26,Digital Eclipse,E
The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0.00,0.02,0.21,53.00,4,6.60,5,THQ,T
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0.00,0.00,0.02,0.21,67.00,33,7.10,15,EA Canada,E
StokEd,X360,2009,Sports,Zushi Games,0.18,0.01,0.00,0.01,0.21,68.00,34,8.60,19,Bongfish,T
Evil Dead: Regeneration,PS2,2005,Action,THQ,0.10,0.08,0.00,0.03,0.21,68.00,26,8.50,8,Cranky Pants Games,M
Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0.00,0.02,0.21,64.00,40,6.50,661,Trion Worlds,M
NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0.00,0.01,0.21,80.00,12,7.90,12,EA Sports,E
Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0.00,0.00,0.02,0.21,78.00,25,7.40,14,EA Canada,E
NHL 2K3,PS2,2002,Sports,Sega,0.10,0.08,0.00,0.03,0.21,89.00,25,7.80,17,Treyarch,E
You Don't Know Jack,X360,2011,Misc,THQ,0.19,0.00,0.00,0.01,0.21,82.00,23,7.90,29,"Jellyvision, Iron Galaxy Studios",T
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0.00,0.03,0.21,32.00,43,1.50,427,Robomodo,T
MLB 10: The Show,PSP,2010,Sports,Sony Computer Entertainment,0.19,0.00,0.00,0.02,0.21,79.00,11,6.60,8,SCEA,E
Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,68.00,16,8.50,15,Tecmo,E
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0.00,0.01,0.21,54.00,11,5.50,8,Alpha Unit,E
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69.00,46,6.50,15,Brownie Brown,E
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0.08,0.00,0.02,0.21,61.00,64,7.00,34,Volatile Games,M
X2: Wolverine's Revenge,XB,2003,Platform,Activision,0.15,0.04,0.00,0.01,0.21,58.00,27,6.40,9,GenePool,T
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70.00,35,7.80,24,Acquire,M
Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,61.00,30,5.50,102,Spark Unlimited,T
Capcom Fighting Evolution,PS2,2004,Fighting,Capcom,0.10,0.08,0.00,0.03,0.20,57.00,33,4.80,5,Capcom,T
Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.04,0.13,0.00,0.03,0.20,72.00,32,7.40,49,Ubisoft Montreal,M
God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.08,0.06,0.01,0.05,0.20,73.00,28,7.40,133,"Sanzaru Games, Sanzaru Games, Inc.",M
Anarchy Reigns,PS3,2012,Action,Sega,0.10,0.03,0.06,0.02,0.20,71.00,35,8.20,106,PlatinumGames,M
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,Namco Bandai Games,0.06,0.00,0.14,0.01,0.20,33.00,31,5.10,47,Bec,T
Suikoden Tactics,PS2,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.20,68.00,31,8.60,17,Konami,T
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0.00,0.01,0.20,76.00,21,7.20,5,EA Canada,E
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.12,0.00,0.02,0.20,52.00,33,5.70,110,City Interactive,M
EVE Online,PC,2003,Role-Playing,CCP,0.00,0.19,0.00,0.01,0.20,69.00,22,7.50,280,CCP,T
Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,0.14,0.04,0.02,0.01,0.20,69.00,33,8.50,13,Hitmaker,T
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0.00,0.01,0.20,87.00,16,5.30,18,Rockstar San Diego,E10+
Thrillville,PSP,2006,Strategy,Atari,0.18,0.00,0.00,0.02,0.20,72.00,13,2.80,39,Frontier Developments,E10+
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0.09,0.00,0.03,0.20,74.00,34,7.40,596,Relic,M
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.10,0.08,0.00,0.03,0.20,67.00,14,8.50,4,Terminal Reality,T
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.14,0.04,0.00,0.02,0.20,51.00,10,5.30,9,Behaviour Interactive,E
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,0.15,0.04,0.00,0.01,0.20,79.00,9,7.80,5,Gratuitous Games,E
The Con,PSP,2005,Fighting,Sony Computer Entertainment,0.18,0.00,0.00,0.02,0.20,63.00,37,7.30,16,"SCEA, Think and Feel",T
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision,0.10,0.08,0.00,0.03,0.20,70.00,34,8.90,12,Edge of Reality,E
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.01,0.00,0.02,0.20,70.00,6,7.50,15,Exient Entertainment,E
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0.00,0.02,0.20,64.00,23,5.90,40,From Software,T
Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.20,75.00,19,7.60,9,Atari,E
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.10,0.02,0.20,53.00,44,7.50,80,Nippon Ichi Software,T
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0.00,0.00,0.02,0.20,57.00,16,6.20,10,Bec,E
NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0.00,0.01,0.20,90.00,17,7.60,5,Visual Concepts,E
Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0.00,0.03,0.01,0.20,67.00,38,7.60,73,Studio Saizensen,T
Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive,0.15,0.03,0.00,0.02,0.20,72.00,13,6.30,9,Visual Concepts,E
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.20,52.00,27,7.00,48,Ubisoft Annecy,M
Planet 51,Wii,2009,Action,Sega,0.17,0.01,0.00,0.02,0.20,53.00,6,5.80,4,Pyro Studios,E
Dead to Rights II,PS2,2005,Shooter,Electronic Arts,0.10,0.08,0.00,0.03,0.20,51.00,32,5.30,7,WideScreen Games,M
FIFA 16,PC,2015,Sports,Electronic Arts,0.06,0.13,0.00,0.01,0.20,81.00,10,4.40,296,EA Sports,E
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0.00,0.02,0.20,36.00,14,3.10,88,EA Sports,E
Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.20,36.00,45,3.70,21,SCE Japan Studio,E10+
DarkStar One: Broken Alliance,X360,2010,Simulation,Kalypso Media,0.11,0.07,0.00,0.02,0.20,63.00,33,7.20,19,Gaming Minds Studios,T
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0.00,0.02,0.20,73.00,8,7.30,29,Dimps Corporation,T
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.20,87.00,49,8.20,178,Vanillaware,T
Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,0.10,0.08,0.00,0.02,0.20,57.00,33,4.80,4,Namco Bandai Games,E
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.20,65.00,25,7.30,15,Media Vision,E10+
Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0.00,0.18,0.00,0.20,62.00,13,6.60,10,"Omega Force, Koei Canada",T
MVP Baseball 2003,XB,2003,Sports,Electronic Arts,0.15,0.04,0.00,0.01,0.20,82.00,18,9.00,9,EA Sports,E
Monster Jam,X360,2007,Racing,Activision,0.18,0.00,0.00,0.02,0.20,43.00,9,6.40,5,Torus Games,E
Infinite Space,DS,2009,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.20,75.00,46,9.00,61,PlatinumGames,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.00,0.01,0.20,72.00,31,6.00,6,Traveller's Tales,T
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0.00,0.00,0.02,0.20,68.00,24,7.00,5,SCEA,E
Two Worlds II,PC,2011,Role-Playing,Unknown,0.09,0.09,0.00,0.02,0.20,76.00,31,6.50,315,Reality Pump,M
IHRA Drag Racing 2004,XB,2003,Racing,Bethesda Softworks,0.15,0.04,0.00,0.01,0.20,40.00,5,7.40,7,Bethesda Softworks,E
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.20,86.00,12,7.70,128,Falcom,T
Clive Barker's Jericho,PS3,2007,Shooter,Codemasters,0.17,0.01,0.00,0.02,0.20,60.00,34,7.10,52,"Mercury Steam, Alchemic Productions",M
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.20,64.00,42,5.90,39,Arika,T
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision,0.16,0.03,0.00,0.02,0.20,65.00,7,6.70,9,n-Space,E10+
Front Mission Evolved,X360,2010,Shooter,Square Enix,0.10,0.07,0.02,0.02,0.20,58.00,52,6.10,24,Double Helix Games,T
From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0.00,0.01,0.20,71.00,34,8.80,12,Electronic Arts,T
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.06,0.00,0.03,0.20,66.00,17,6.10,12,Gaijin Entertainment,T
Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.00,0.02,0.20,75.00,40,7.90,1295,Techland,M
Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,0.10,0.02,0.07,0.01,0.20,74.00,65,7.10,28,Namco,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.10,0.08,0.00,0.03,0.20,53.00,20,7.00,10,KCE Studios,E10+
Zone of the Enders HD Collection,X360,2012,Simulation,Konami Digital Entertainment,0.14,0.03,0.01,0.02,0.20,75.00,21,8.80,20,High Voltage Software,M
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0.00,0.01,0.01,0.20,71.00,7,7.00,35,Compile Heart,T
Gladius,PS2,2003,Strategy,Activision,0.10,0.08,0.00,0.03,0.20,78.00,27,8.00,22,LucasArts,T
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.20,63.00,28,7.00,24,Vicious Cycle,T
Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0.04,0.00,0.01,0.20,76.00,18,8.20,6,"Z-Axis, Ltd.",T
Taiko Drum Master,PS2,2004,Misc,Namco Bandai Games,0.10,0.08,0.00,0.03,0.20,77.00,35,8.10,8,Namco,E
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.07,0.09,0.00,0.03,0.20,49.00,34,6.40,61,Ubisoft,T
Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.10,0.08,0.00,0.03,0.20,71.00,40,6.80,18,Stormfront Studios,T
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0.00,0.00,0.02,0.20,50.00,35,5.60,20,Cauldron Ltd.,M
Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0.00,0.03,0.20,65.00,52,6.10,27,"Namco Bandai Games America, Namco Bandai Games",M
Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.10,0.05,0.00,0.04,0.20,58.00,57,5.10,102,WayForward,M
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft,0.10,0.08,0.00,0.03,0.20,59.00,33,7.50,18,Cyberlore Studios,M
Baja: Edge of Control,X360,2008,Racing,THQ,0.12,0.06,0.00,0.02,0.20,65.00,35,7.10,18,2XL Games,E
Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0.00,0.00,0.01,0.20,80.00,15,7.90,8,Team Fusion,E
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.10,0.02,0.07,0.01,0.20,59.00,28,8.00,10,"Sega, Tom Create",T
The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0.00,0.01,0.20,78.00,21,6.60,14,Computer Artworks,M
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.20,58.00,40,7.20,36,Sony Online Entertainment,T
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0.00,0.00,0.02,0.20,85.00,8,7.90,60,PopCap,E10+
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,0.15,0.04,0.00,0.01,0.20,83.00,25,8.30,26,Snowblind Studios,T
Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0.00,0.02,0.20,53.00,27,7.40,13,Omega Force,T
Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.10,0.07,0.00,0.03,0.20,47.00,14,8.80,76,Eurocom Entertainment Software,M
Arcana Heart 3,PS3,2011,Fighting,PQube,0.04,0.04,0.10,0.02,0.20,73.00,10,7.50,27,Examu,T
X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0.00,0.02,0.20,55.00,8,8.10,8,Griptonite Games,E10+
Big Mutha Truckers 2,PS2,2005,Racing,Xplosiv,0.10,0.07,0.00,0.03,0.20,51.00,26,2.10,9,Eutechnyx,M
Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0.00,0.09,0.01,0.20,65.00,36,6.80,25,From Software,T
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.20,76.00,40,7.90,23,CyberConnect2,E10+
NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.10,0.07,0.00,0.02,0.20,57.00,11,4.00,4,989 Sports,E
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.20,70.00,12,8.20,17,Gust,T
The Great Escape,PS2,2003,Action,SCi,0.10,0.07,0.00,0.02,0.20,57.00,19,8.00,21,Pivotal Games,T
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.20,63.00,55,7.80,528,Mercury Steam,M
Big Mutha Truckers,XB,2002,Racing,Empire Interactive,0.15,0.04,0.00,0.01,0.19,59.00,12,4.30,9,Eutechnyx,T
Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.00,0.03,0.16,0.01,0.19,58.00,25,6.50,15,Acquire,M
The King of Fighters XI,PS2,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75.00,30,8.50,15,SNK Playmore,T
Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0.00,0.02,0.19,58.00,37,7.50,39,Ubisoft,M
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0.00,0.00,0.02,0.19,68.00,8,4.40,5,Visual Concepts,E
Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0.00,0.00,0.02,0.19,51.00,14,6.30,15,High Voltage Software,M
Sniper Elite,PS2,2005,Shooter,Ubisoft,0.10,0.07,0.00,0.02,0.19,76.00,21,8.90,36,Rebellion,M
Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.00,0.00,0.02,0.19,70.00,13,7.40,16,Electronic Arts,E10+
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,0.08,0.08,0.00,0.03,0.19,65.00,8,2.40,5,THQ,E
Conan,X360,2007,Action,THQ,0.16,0.02,0.00,0.01,0.19,69.00,49,7.30,67,Nihilistic,M
No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.10,0.04,0.04,0.02,0.19,72.00,38,7.30,38,FeelPlus,M
Aliens vs Predator,PC,2010,Shooter,Sega,0.00,0.17,0.00,0.02,0.19,68.00,35,7.40,985,Rebellion,M
Captain America: Super Soldier,PS3,2011,Action,Sega,0.10,0.06,0.00,0.03,0.19,61.00,34,7.30,40,Next Level Games,T
Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0.00,0.01,0.19,74.00,37,7.90,19,Rockstar North,M
NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0.00,0.02,0.19,57.00,16,6.00,4,989 Sports,E
Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49.00,30,7.00,18,Omega Force,T
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0.00,0.03,0.19,53.00,40,5.90,230,Spiders,M
Spectrobes: Origins,Wii,2009,Role-Playing,Disney Interactive Studios,0.16,0.02,0.00,0.01,0.19,71.00,22,8.40,16,Genki,E10+
DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19,63.00,30,5.90,7,GCP1,E10+
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,0.09,0.07,0.00,0.02,0.19,78.00,28,6.90,35,Capcom,T
Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0.00,0.11,0.01,0.19,71.00,21,7.60,5,ChunSoft,T
LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.00,4,7.10,15,TT Games,E10+
Spore Hero Arena,DS,2009,Simulation,Electronic Arts,0.18,0.00,0.00,0.01,0.19,49.00,11,2.60,8,Full Fat,E
Enchanted Arms,X360,2006,Role-Playing,Ubisoft,0.16,0.02,0.00,0.02,0.19,69.00,54,6.90,60,From Software,T
Conflict: Denied Ops,X360,2008,Shooter,Eidos Interactive,0.08,0.09,0.00,0.02,0.19,52.00,35,4.90,22,Pivotal Games,M
Mafia III,PC,2016,Action,Take-Two Interactive,0.08,0.10,0.00,0.02,0.19,63.00,29,3.20,881,Hangar 13,M
Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0.00,0.02,0.19,62.00,19,8.30,7,Warthog,M
Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.00,0.01,0.19,74.00,30,7.90,21,Crystal Dynamics,M
Final Fantasy XI,X360,2006,Role-Playing,Square Enix,0.17,0.01,0.00,0.01,0.19,66.00,25,6.50,33,Square Enix,T
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0.00,0.02,0.19,56.00,10,6.40,22,Phoenix Games Studio,T
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0.00,0.02,0.19,23.00,39,3.00,211,Ubisoft,T
Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0.00,0.02,0.19,66.00,17,8.40,30,Zono Inc.,T
Shrek: Forever After,PS3,2010,Platform,Activision,0.16,0.02,0.00,0.02,0.19,57.00,11,4.50,6,Xpec,E10+
X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0.00,0.03,0.19,60.00,6,7.50,12,Griptonite Games,T
NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0.00,0.02,0.19,79.00,23,8.90,13,Next Level Games,E
Space Invaders Extreme 2,DS,2009,Shooter,Square Enix,0.17,0.01,0.00,0.01,0.19,82.00,38,7.10,8,Taito Corporation,E
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0.00,0.02,0.19,65.00,9,6.00,26,Firebrand Games,E10+
Supreme Commander 2,PC,2010,Strategy,Square Enix,0.00,0.15,0.00,0.04,0.19,77.00,54,6.20,803,Gas Powered Games,E10+
Quantum Theory,PS3,2010,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,43.00,34,5.30,21,Tecmo,M
Dawn of Discovery,Wii,2009,Simulation,Ubisoft,0.12,0.06,0.00,0.02,0.19,81.00,24,8.50,15,Keen Games,E10+
Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.05,0.00,0.02,0.19,84.00,4,6.10,36,"Activision, FreeStyleGames",T
Frequency,PS2,2001,Misc,Sony Computer Entertainment,0.09,0.07,0.00,0.02,0.19,83.00,26,9.00,29,Harmonix Music Systems,E
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.00,30,7.50,42,Omega Force,T
